arm,path,user,partner,shape,give,receive,give_ids,receive_ids,basis,admit_metric,cons_give,cons_recv,gain_user,gain_partner,killed,first_rule,all_failing_rules,n_failing,unique_kill_rule
B,divergence,gdubs10,MangoPatti,3x2,Jaxson Dart + Derrick Henry + 2026 1.09,Josh Allen + Parker Washington,12508|3198|1312140920132497408_2026_1_9,4984|9487,divergence,2.0,5498.1,4847.8,457.6,473.2,0,,,0,
B,divergence,gdubs10,MangoPatti,3x2,Jaxson Dart + Derrick Henry + 2028 1st,Josh Allen + Parker Washington,12508|3198|1312140920132497408_2028_1_9,4984|9487,divergence,2.0,5498.1,4847.8,457.6,473.2,0,,,0,
B,divergence,gdubs10,MangoPatti,3x2,Jaxson Dart + Tee Higgins + 2026 1.09,Chris Olave + Parker Washington,12508|6801|1312140920132497408_2026_1_9,8144|9487,divergence,2.0,6923.4,6306.9,664.9,1173.0,0,,,0,
B,divergence,gdubs10,MangoPatti,3x2,Jaxson Dart + Tee Higgins + 2028 1st,Chris Olave + Parker Washington,12508|6801|1312140920132497408_2028_1_9,8144|9487,divergence,2.0,6923.4,6306.9,664.9,1173.0,0,,,0,
B,divergence,gdubs10,MangoPatti,3x2,Jaxson Dart + 2026 1.09 + 2026 2.09,Josh Allen + Parker Washington,12508|1312140920132497408_2026_1_9|1312140920132497408_2026_2_9,4984|9487,divergence,0.6,4339.1,4847.8,873.7,356.9,0,,,0,
B,divergence,gdubs10,MangoPatti,3x2,Jaxson Dart + 2028 1st + 2026 2.09,Josh Allen + Parker Washington,12508|1312140920132497408_2028_1_9|1312140920132497408_2026_2_9,4984|9487,divergence,0.6,4339.1,4847.8,873.7,356.9,0,,,0,
B,divergence,jonbonjourvi,mattmurf77,2x1,Colston Loveland + 2026 1.05 (from Bcork),Ashton Jeanty,12517|1312140920132497408_2026_1_5,12527,divergence,-106.1,6473.2,7863.6,3414.2,4615.3,0,,,0,
B,divergence,jonbonjourvi,mattmurf77,2x1,Colston Loveland + 2026 1.05 (from Bcork),Jahmyr Gibbs,12517|1312140920132497408_2026_1_5,9221,divergence,-106.1,6473.2,8558.9,4788.2,1681.5,0,,,0,
B,divergence,jonbonjourvi,mattmurf77,2x1,Colston Loveland + 2027 1st,Ashton Jeanty,12517|1312140920132497408_2027_1_6,12527,divergence,-106.1,6473.2,7863.6,3414.2,4615.3,0,,,0,
B,divergence,jonbonjourvi,mattmurf77,2x1,Colston Loveland + 2027 1st,Jahmyr Gibbs,12517|1312140920132497408_2027_1_6,9221,divergence,-106.1,6473.2,8558.9,4788.2,1681.5,0,,,0,
B,divergence,jonbonjourvi,mattmurf77,2x1,Colston Loveland + 2028 1st,Ashton Jeanty,12517|1312140920132497408_2028_1_6,12527,divergence,-106.1,6473.2,7863.6,3414.2,4615.3,0,,,0,
B,divergence,jonbonjourvi,mattmurf77,2x1,Colston Loveland + 2028 1st,Jahmyr Gibbs,12517|1312140920132497408_2028_1_6,9221,divergence,-106.1,6473.2,8558.9,4788.2,1681.5,0,,,0,
B,divergence,jonbonjourvi,mattmurf77,2x1,Colston Loveland + 2026 1.03 (from bsharp3),Ashton Jeanty,12517|1312140920132497408_2026_1_8,12527,divergence,-106.1,6473.2,7863.6,3414.2,4615.3,0,,,0,
B,divergence,jonbonjourvi,mattmurf77,2x1,Colston Loveland + 2026 1.03 (from bsharp3),Jahmyr Gibbs,12517|1312140920132497408_2026_1_8,9221,divergence,-106.1,6473.2,8558.9,4788.2,1681.5,0,,,0,
B,divergence,jonbonjourvi,gdubs10,1x2,Colston Loveland,Tyler Warren + Derrick Henry,12517,12518|3198,divergence,-212.8,4558.5,5696.3,477.1,1773.4,0,,,0,
B,divergence,jonbonjourvi,gdubs10,1x2,Colston Loveland,Derrick Henry + Tee Higgins,12517,3198|6801,divergence,-212.8,4558.5,4917.4,1116.4,998.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x1,Dylan Sampson + 2026 1.05 (from Bcork),Tee Higgins,12469|1312140920132497408_2026_1_5,6801,divergence,-278.1,2438.2,3331.8,1874.7,707.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x1,Dylan Sampson + 2027 1st,Tee Higgins,12469|1312140920132497408_2027_1_6,6801,divergence,-278.1,2438.2,3331.8,1874.7,707.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x1,Dylan Sampson + 2028 1st,Tee Higgins,12469|1312140920132497408_2028_1_6,6801,divergence,-278.1,2438.2,3331.8,1874.7,707.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x1,Dylan Sampson + 2026 1.03 (from bsharp3),Tee Higgins,12469|1312140920132497408_2026_1_8,6801,divergence,-278.1,2438.2,3331.8,1874.7,707.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x1,Dylan Sampson + 2027 1st (from gdubs10),Tee Higgins,12469|1312140920132497408_2027_1_9,6801,divergence,-278.1,2438.2,3331.8,1874.7,707.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x1,RJ Harvey + 2026 1.05 (from Bcork),Tee Higgins,12489|1312140920132497408_2026_1_5,6801,divergence,-278.1,3022.2,3331.8,1147.3,971.3,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,RJ Harvey + 2026 1.05 (from Bcork),Derrick Henry + 2026 1.09,12489|1312140920132497408_2026_1_5,3198|1312140920132497408_2026_1_9,divergence,-278.1,3022.2,3797.9,615.9,143.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,RJ Harvey + 2026 1.05 (from Bcork),Derrick Henry + 2028 1st,12489|1312140920132497408_2026_1_5,3198|1312140920132497408_2028_1_9,divergence,-278.1,3022.2,3797.9,615.9,143.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x1,RJ Harvey + 2027 1st,Tee Higgins,12489|1312140920132497408_2027_1_6,6801,divergence,-278.1,3022.2,3331.8,1147.3,971.3,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,RJ Harvey + 2027 1st,Derrick Henry + 2026 1.09,12489|1312140920132497408_2027_1_6,3198|1312140920132497408_2026_1_9,divergence,-278.1,3022.2,3797.9,615.9,143.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,RJ Harvey + 2027 1st,Derrick Henry + 2028 1st,12489|1312140920132497408_2027_1_6,3198|1312140920132497408_2028_1_9,divergence,-278.1,3022.2,3797.9,615.9,143.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x1,RJ Harvey + 2028 1st,Tee Higgins,12489|1312140920132497408_2028_1_6,6801,divergence,-278.1,3022.2,3331.8,1147.3,971.3,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,RJ Harvey + 2028 1st,Derrick Henry + 2026 1.09,12489|1312140920132497408_2028_1_6,3198|1312140920132497408_2026_1_9,divergence,-278.1,3022.2,3797.9,615.9,143.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,RJ Harvey + 2028 1st,Derrick Henry + 2028 1st,12489|1312140920132497408_2028_1_6,3198|1312140920132497408_2028_1_9,divergence,-278.1,3022.2,3797.9,615.9,143.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x1,RJ Harvey + 2026 1.03 (from bsharp3),Tee Higgins,12489|1312140920132497408_2026_1_8,6801,divergence,-278.1,3022.2,3331.8,1147.3,971.3,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,RJ Harvey + 2026 1.03 (from bsharp3),Derrick Henry + 2026 1.09,12489|1312140920132497408_2026_1_8,3198|1312140920132497408_2026_1_9,divergence,-278.1,3022.2,3797.9,615.9,143.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,RJ Harvey + 2026 1.03 (from bsharp3),Derrick Henry + 2028 1st,12489|1312140920132497408_2026_1_8,3198|1312140920132497408_2028_1_9,divergence,-278.1,3022.2,3797.9,615.9,143.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x1,RJ Harvey + 2027 1st (from gdubs10),Tee Higgins,12489|1312140920132497408_2027_1_9,6801,divergence,-278.1,3022.2,3331.8,1147.3,971.3,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,RJ Harvey + 2027 1st (from gdubs10),Derrick Henry + 2026 1.09,12489|1312140920132497408_2027_1_9,3198|1312140920132497408_2026_1_9,divergence,-278.1,3022.2,3797.9,615.9,143.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,RJ Harvey + 2027 1st (from gdubs10),Derrick Henry + 2028 1st,12489|1312140920132497408_2027_1_9,3198|1312140920132497408_2028_1_9,divergence,-278.1,3022.2,3797.9,615.9,143.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2026 1.05 (from Bcork),Tyler Warren + Tee Higgins,12517|1312140920132497408_2026_1_5,12518|6801,divergence,-278.1,6473.2,7377.4,1592.3,3089.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2026 1.05 (from Bcork),2026 1.09 + Tee Higgins,12517|1312140920132497408_2026_1_5,1312140920132497408_2026_1_9|6801,divergence,-278.1,6473.2,5319.9,202.3,1329.1,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2026 1.05 (from Bcork),2028 1st + Tee Higgins,12517|1312140920132497408_2026_1_5,1312140920132497408_2028_1_9|6801,divergence,-278.1,6473.2,5319.9,202.3,1329.1,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2026 1.05 (from Bcork),Tyler Warren + Derrick Henry + 2026 1.09,12517|1312140920132497408_2026_1_5,12518|3198|1312140920132497408_2026_1_9,divergence,-278.1,6473.2,7631.8,507.0,1848.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2026 1.05 (from Bcork),Tyler Warren + Derrick Henry + 2028 1st,12517|1312140920132497408_2026_1_5,12518|3198|1312140920132497408_2028_1_9,divergence,-278.1,6473.2,7631.8,507.0,1848.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2026 1.05 (from Bcork),Derrick Henry + 2026 1.09 + Tee Higgins,12517|1312140920132497408_2026_1_5,3198|1312140920132497408_2026_1_9|6801,divergence,-278.1,6473.2,6905.6,1103.8,1065.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2026 1.05 (from Bcork),Derrick Henry + 2028 1st + Tee Higgins,12517|1312140920132497408_2026_1_5,3198|1312140920132497408_2028_1_9|6801,divergence,-278.1,6473.2,6905.6,1103.8,1065.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2027 1st,Tyler Warren + Tee Higgins,12517|1312140920132497408_2027_1_6,12518|6801,divergence,-278.1,6473.2,7377.4,1592.3,3089.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2027 1st,2026 1.09 + Tee Higgins,12517|1312140920132497408_2027_1_6,1312140920132497408_2026_1_9|6801,divergence,-278.1,6473.2,5319.9,202.3,1329.1,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2027 1st,2028 1st + Tee Higgins,12517|1312140920132497408_2027_1_6,1312140920132497408_2028_1_9|6801,divergence,-278.1,6473.2,5319.9,202.3,1329.1,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2027 1st,Tyler Warren + Derrick Henry + 2026 1.09,12517|1312140920132497408_2027_1_6,12518|3198|1312140920132497408_2026_1_9,divergence,-278.1,6473.2,7631.8,507.0,1848.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2027 1st,Tyler Warren + Derrick Henry + 2028 1st,12517|1312140920132497408_2027_1_6,12518|3198|1312140920132497408_2028_1_9,divergence,-278.1,6473.2,7631.8,507.0,1848.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2027 1st,Derrick Henry + 2026 1.09 + Tee Higgins,12517|1312140920132497408_2027_1_6,3198|1312140920132497408_2026_1_9|6801,divergence,-278.1,6473.2,6905.6,1103.8,1065.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2027 1st,Derrick Henry + 2028 1st + Tee Higgins,12517|1312140920132497408_2027_1_6,3198|1312140920132497408_2028_1_9|6801,divergence,-278.1,6473.2,6905.6,1103.8,1065.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2028 1st,Tyler Warren + Tee Higgins,12517|1312140920132497408_2028_1_6,12518|6801,divergence,-278.1,6473.2,7377.4,1592.3,3089.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2028 1st,2026 1.09 + Tee Higgins,12517|1312140920132497408_2028_1_6,1312140920132497408_2026_1_9|6801,divergence,-278.1,6473.2,5319.9,202.3,1329.1,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2028 1st,2028 1st + Tee Higgins,12517|1312140920132497408_2028_1_6,1312140920132497408_2028_1_9|6801,divergence,-278.1,6473.2,5319.9,202.3,1329.1,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2028 1st,Tyler Warren + Derrick Henry + 2026 1.09,12517|1312140920132497408_2028_1_6,12518|3198|1312140920132497408_2026_1_9,divergence,-278.1,6473.2,7631.8,507.0,1848.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2028 1st,Tyler Warren + Derrick Henry + 2028 1st,12517|1312140920132497408_2028_1_6,12518|3198|1312140920132497408_2028_1_9,divergence,-278.1,6473.2,7631.8,507.0,1848.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2028 1st,Derrick Henry + 2026 1.09 + Tee Higgins,12517|1312140920132497408_2028_1_6,3198|1312140920132497408_2026_1_9|6801,divergence,-278.1,6473.2,6905.6,1103.8,1065.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2028 1st,Derrick Henry + 2028 1st + Tee Higgins,12517|1312140920132497408_2028_1_6,3198|1312140920132497408_2028_1_9|6801,divergence,-278.1,6473.2,6905.6,1103.8,1065.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2026 1.03 (from bsharp3),Tyler Warren + Tee Higgins,12517|1312140920132497408_2026_1_8,12518|6801,divergence,-278.1,6473.2,7377.4,1592.3,3089.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2026 1.03 (from bsharp3),2026 1.09 + Tee Higgins,12517|1312140920132497408_2026_1_8,1312140920132497408_2026_1_9|6801,divergence,-278.1,6473.2,5319.9,202.3,1329.1,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2026 1.03 (from bsharp3),2028 1st + Tee Higgins,12517|1312140920132497408_2026_1_8,1312140920132497408_2028_1_9|6801,divergence,-278.1,6473.2,5319.9,202.3,1329.1,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2026 1.03 (from bsharp3),Tyler Warren + Derrick Henry + 2026 1.09,12517|1312140920132497408_2026_1_8,12518|3198|1312140920132497408_2026_1_9,divergence,-278.1,6473.2,7631.8,507.0,1848.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2026 1.03 (from bsharp3),Tyler Warren + Derrick Henry + 2028 1st,12517|1312140920132497408_2026_1_8,12518|3198|1312140920132497408_2028_1_9,divergence,-278.1,6473.2,7631.8,507.0,1848.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2026 1.03 (from bsharp3),Derrick Henry + 2026 1.09 + Tee Higgins,12517|1312140920132497408_2026_1_8,3198|1312140920132497408_2026_1_9|6801,divergence,-278.1,6473.2,6905.6,1103.8,1065.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2026 1.03 (from bsharp3),Derrick Henry + 2028 1st + Tee Higgins,12517|1312140920132497408_2026_1_8,3198|1312140920132497408_2028_1_9|6801,divergence,-278.1,6473.2,6905.6,1103.8,1065.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2027 1st (from gdubs10),Tyler Warren + Tee Higgins,12517|1312140920132497408_2027_1_9,12518|6801,divergence,-278.1,6473.2,7377.4,1592.3,3089.0,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2027 1st (from gdubs10),2026 1.09 + Tee Higgins,12517|1312140920132497408_2027_1_9,1312140920132497408_2026_1_9|6801,divergence,-278.1,6473.2,5319.9,202.3,1329.1,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,Colston Loveland + 2027 1st (from gdubs10),2028 1st + Tee Higgins,12517|1312140920132497408_2027_1_9,1312140920132497408_2028_1_9|6801,divergence,-278.1,6473.2,5319.9,202.3,1329.1,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2027 1st (from gdubs10),Tyler Warren + Derrick Henry + 2026 1.09,12517|1312140920132497408_2027_1_9,12518|3198|1312140920132497408_2026_1_9,divergence,-278.1,6473.2,7631.8,507.0,1848.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2027 1st (from gdubs10),Tyler Warren + Derrick Henry + 2028 1st,12517|1312140920132497408_2027_1_9,12518|3198|1312140920132497408_2028_1_9,divergence,-278.1,6473.2,7631.8,507.0,1848.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2027 1st (from gdubs10),Derrick Henry + 2026 1.09 + Tee Higgins,12517|1312140920132497408_2027_1_9,3198|1312140920132497408_2026_1_9|6801,divergence,-278.1,6473.2,6905.6,1103.8,1065.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x3,Colston Loveland + 2027 1st (from gdubs10),Derrick Henry + 2028 1st + Tee Higgins,12517|1312140920132497408_2027_1_9,3198|1312140920132497408_2028_1_9|6801,divergence,-278.1,6473.2,6905.6,1103.8,1065.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2027 1st,Derrick Henry + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,3198|6801,divergence,-278.1,4234.0,4917.4,1173.8,2828.6,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2027 1st,2026 1.09 + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,1312140920132497408_2026_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2027 1st,2028 1st + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,1312140920132497408_2028_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2028 1st,Derrick Henry + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,3198|6801,divergence,-278.1,4234.0,4917.4,1173.8,2828.6,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2028 1st,2026 1.09 + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,1312140920132497408_2026_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2028 1st,2028 1st + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,1312140920132497408_2028_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2026 1.03 (from bsharp3),Derrick Henry + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2026_1_8,3198|6801,divergence,-278.1,4234.0,4917.4,1173.8,2828.6,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2026 1.03 (from bsharp3),2026 1.09 + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2026_1_8,1312140920132497408_2026_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2026 1.03 (from bsharp3),2028 1st + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2026_1_8,1312140920132497408_2028_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2027 1st (from gdubs10),Derrick Henry + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2027_1_9,3198|6801,divergence,-278.1,4234.0,4917.4,1173.8,2828.6,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2027 1st (from gdubs10),2026 1.09 + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2027_1_9,1312140920132497408_2026_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.05 (from Bcork) + 2027 1st (from gdubs10),2028 1st + Tee Higgins,1312140920132497408_2026_1_5|1312140920132497408_2027_1_9,1312140920132497408_2028_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2027 1st + 2028 1st,Derrick Henry + Tee Higgins,1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,3198|6801,divergence,-278.1,4234.0,4917.4,1173.8,2828.6,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2027 1st + 2028 1st,2026 1.09 + Tee Higgins,1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,1312140920132497408_2026_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2027 1st + 2028 1st,2028 1st + Tee Higgins,1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,1312140920132497408_2028_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2027 1st + 2026 1.03 (from bsharp3),Derrick Henry + Tee Higgins,1312140920132497408_2027_1_6|1312140920132497408_2026_1_8,3198|6801,divergence,-278.1,4234.0,4917.4,1173.8,2828.6,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2027 1st + 2026 1.03 (from bsharp3),2026 1.09 + Tee Higgins,1312140920132497408_2027_1_6|1312140920132497408_2026_1_8,1312140920132497408_2026_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2027 1st + 2026 1.03 (from bsharp3),2028 1st + Tee Higgins,1312140920132497408_2027_1_6|1312140920132497408_2026_1_8,1312140920132497408_2028_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2027 1st + 2027 1st (from gdubs10),Derrick Henry + Tee Higgins,1312140920132497408_2027_1_6|1312140920132497408_2027_1_9,3198|6801,divergence,-278.1,4234.0,4917.4,1173.8,2828.6,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2027 1st + 2027 1st (from gdubs10),2026 1.09 + Tee Higgins,1312140920132497408_2027_1_6|1312140920132497408_2027_1_9,1312140920132497408_2026_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2027 1st + 2027 1st (from gdubs10),2028 1st + Tee Higgins,1312140920132497408_2027_1_6|1312140920132497408_2027_1_9,1312140920132497408_2028_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2028 1st + 2026 1.03 (from bsharp3),Derrick Henry + Tee Higgins,1312140920132497408_2028_1_6|1312140920132497408_2026_1_8,3198|6801,divergence,-278.1,4234.0,4917.4,1173.8,2828.6,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2028 1st + 2026 1.03 (from bsharp3),2026 1.09 + Tee Higgins,1312140920132497408_2028_1_6|1312140920132497408_2026_1_8,1312140920132497408_2026_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2028 1st + 2026 1.03 (from bsharp3),2028 1st + Tee Higgins,1312140920132497408_2028_1_6|1312140920132497408_2026_1_8,1312140920132497408_2028_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2028 1st + 2027 1st (from gdubs10),Derrick Henry + Tee Higgins,1312140920132497408_2028_1_6|1312140920132497408_2027_1_9,3198|6801,divergence,-278.1,4234.0,4917.4,1173.8,2828.6,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2028 1st + 2027 1st (from gdubs10),2026 1.09 + Tee Higgins,1312140920132497408_2028_1_6|1312140920132497408_2027_1_9,1312140920132497408_2026_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2028 1st + 2027 1st (from gdubs10),2028 1st + Tee Higgins,1312140920132497408_2028_1_6|1312140920132497408_2027_1_9,1312140920132497408_2028_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.03 (from bsharp3) + 2027 1st (from gdubs10),Derrick Henry + Tee Higgins,1312140920132497408_2026_1_8|1312140920132497408_2027_1_9,3198|6801,divergence,-278.1,4234.0,4917.4,1173.8,2828.6,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.03 (from bsharp3) + 2027 1st (from gdubs10),2026 1.09 + Tee Higgins,1312140920132497408_2026_1_8|1312140920132497408_2027_1_9,1312140920132497408_2026_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,2x2,2026 1.03 (from bsharp3) + 2027 1st (from gdubs10),2028 1st + Tee Higgins,1312140920132497408_2026_1_8|1312140920132497408_2027_1_9,1312140920132497408_2028_1_9|6801,divergence,-278.1,4234.0,5319.9,1786.6,1080.9,0,,,0,
B,divergence,jonbonjourvi,gdubs10,3x3,Dylan Sampson + RJ Harvey + 2026 1.05 (from Bcork),Derrick Henry + 2026 1.09 + Jacory Croskey-Merritt,12469|12489|1312140920132497408_2026_1_5,3198|1312140920132497408_2026_1_9|12533,divergence,-278.1,3343.4,4266.1,792.9,160.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,3x3,Dylan Sampson + RJ Harvey + 2026 1.05 (from Bcork),Derrick Henry + 2028 1st + Jacory Croskey-Merritt,12469|12489|1312140920132497408_2026_1_5,3198|1312140920132497408_2028_1_9|12533,divergence,-278.1,3343.4,4266.1,792.9,160.2,0,,,0,
B,divergence,jonbonjourvi,gdubs10,3x3,Dylan Sampson + RJ Harvey + 2027 1st,Derrick Henry + 2026 1.09 + Jacory Croskey-Merritt,12469|12489|1312140920132497408_2027_1_6,3198|1312140920132497408_2026_1_9|12533,divergence,-278.1,3343.4,4266.1,792.9,160.2,0,,,0,
