arm,path,user,partner,shape,give,receive,give_ids,receive_ids,basis,admit_metric,cons_give,cons_recv,gain_user,gain_partner,killed,first_rule,all_failing_rules,n_failing,unique_kill_rule
B,divergence,mattmurf77,gdubs10,1x1,Jahmyr Gibbs,Malik Nabers,9221,11632,divergence,1440.0,8524.0,6789.5,6190.0,7108.7,0,,,0,
B,divergence,mattmurf77,gdubs10,1x2,Jahmyr Gibbs,Tyler Warren + Malik Nabers,9221,12518|11632,divergence,1440.0,8462.4,10637.2,9716.4,6869.8,0,,,0,
B,divergence,mattmurf77,gdubs10,1x2,Jahmyr Gibbs,Malik Nabers + Jaxson Dart,9221,11632|12508,divergence,1254.6,8846.6,8541.4,7263.7,7011.2,0,,,0,
B,divergence,mattmurf77,gdubs10,1x2,Jahmyr Gibbs,Malik Nabers + 2026 1.09,9221,11632|1312140920132497408_2026_1_9,divergence,134.5,8787.6,8842.9,7532.5,5235.7,0,,,0,
B,divergence,mattmurf77,gdubs10,1x2,Jahmyr Gibbs,Malik Nabers + 2028 1st,9221,11632|1312140920132497408_2028_1_9,divergence,134.5,8787.6,8842.9,7532.5,5235.7,0,,,0,
B,divergence,mattmurf77,gdubs10,1x1,Ashton Jeanty,Malik Nabers,12527,11632,divergence,1440.0,7835.2,6918.0,8733.1,4063.1,0,,,0,
B,divergence,mattmurf77,gdubs10,1x2,Ashton Jeanty,Malik Nabers + Jaxson Dart,12527,11632|12508,divergence,1254.6,7851.1,8426.9,9806.8,3965.6,0,,,0,
B,divergence,mattmurf77,gdubs10,1x2,Ashton Jeanty,Malik Nabers + 2026 1.09,12527,11632|1312140920132497408_2026_1_9,divergence,134.5,7792.0,8723.3,10075.6,2571.8,0,,,0,
B,divergence,mattmurf77,gdubs10,1x2,Ashton Jeanty,Malik Nabers + 2028 1st,12527,11632|1312140920132497408_2028_1_9,divergence,134.5,7792.0,8723.3,10075.6,2571.8,0,,,0,
B,divergence,mattmurf77,gdubs10,1x1,De'Von Achane,Malik Nabers,9226,11632,divergence,1092.2,5637.8,6890.4,8507.2,3145.2,0,,,0,
B,divergence,mattmurf77,gdubs10,1x2,De'Von Achane,2026 1.09 + 2028 1st,9226,1312140920132497408_2026_1_9|1312140920132497408_2028_1_9,divergence,134.5,5637.8,4234.0,1844.1,4494.5,0,,,0,
B,divergence,mattmurf77,jonbonjourvi,2x2,Drake Maye + Davante Adams,2026 1.05 (from Bcork) + 2027 1st,11564|2133,1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-448.9,3862.3,4234.0,891.4,191.3,0,,,0,
B,divergence,mattmurf77,jonbonjourvi,2x2,Drake Maye + Davante Adams,2026 1.05 (from Bcork) + 2028 1st,11564|2133,1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-448.9,3862.3,4234.0,891.4,191.3,0,,,0,
B,divergence,mattmurf77,jonbonjourvi,2x2,Drake Maye + Davante Adams,2026 1.05 (from Bcork) + 2026 1.03 (from bsharp3),11564|2133,1312140920132497408_2026_1_5|1312140920132497408_2026_1_8,divergence,-448.9,3862.3,4234.0,891.4,191.3,0,,,0,
B,divergence,mattmurf77,jonbonjourvi,2x2,Drake Maye + Davante Adams,2027 1st + 2028 1st,11564|2133,1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-448.9,3862.3,4234.0,891.4,191.3,0,,,0,
B,divergence,mattmurf77,jonbonjourvi,2x2,Drake Maye + Davante Adams,2027 1st + 2026 1.03 (from bsharp3),11564|2133,1312140920132497408_2027_1_6|1312140920132497408_2026_1_8,divergence,-448.9,3862.3,4234.0,891.4,191.3,0,,,0,
B,divergence,mattmurf77,jonbonjourvi,2x2,Drake Maye + Davante Adams,2028 1st + 2026 1.03 (from bsharp3),11564|2133,1312140920132497408_2028_1_6|1312140920132497408_2026_1_8,divergence,-448.9,3862.3,4234.0,891.4,191.3,0,,,0,
B,divergence,mattmurf77,johnstanfield,1x2,Jaxon Smith-Njigba,Travis Hunter + Tetairoa McMillan,9488,12530|12526,divergence,902.1,8392.9,6302.3,3149.5,2957.3,0,,,0,
B,divergence,mattmurf77,MangoPatti,1x1,Ashton Jeanty,CeeDee Lamb,12527,6786,divergence,1401.5,7899.3,7324.9,8733.1,2961.6,0,,,0,
B,divergence,mattmurf77,MangoPatti,1x1,Jahmyr Gibbs,CeeDee Lamb,9221,6786,divergence,146.9,8602.8,7196.4,6190.0,3835.4,0,,,0,
B,divergence,Bcork,mattmurf77,1x1,Ladd McConkey,De'Von Achane,11635,9226,divergence,77.8,4371.0,5637.8,2806.0,5782.0,0,,,0,
B,divergence,Bcork,mattmurf77,2x1,TreVeyon Henderson + Ladd McConkey,Ashton Jeanty,12529|11635,12527,divergence,2253.4,7488.0,7956.6,1647.6,8719.7,0,,,0,
B,divergence,Bcork,mattmurf77,2x1,TreVeyon Henderson + Ladd McConkey,Jahmyr Gibbs,12529|11635,9221,divergence,960.1,7488.0,8759.2,2284.8,5785.9,0,,,0,
B,divergence,Bcork,gdubs10,2x3,Ladd McConkey + Jayden Daniels,Tyler Warren + Derrick Henry + Jaxson Dart,11635|11566,12518|3198|12508,divergence,-9.0,6652.7,7260.3,357.7,3132.8,0,,,0,
B,divergence,Bcork,gdubs10,2x3,Ladd McConkey + Jayden Daniels,Tyler Warren + Derrick Henry + 2026 1.09,11635|11566,12518|3198|1312140920132497408_2026_1_9,divergence,-9.0,6652.7,7631.8,814.3,1246.8,0,,,0,
B,divergence,Bcork,gdubs10,2x3,Ladd McConkey + Jayden Daniels,Tyler Warren + Derrick Henry + 2028 1st,11635|11566,12518|3198|1312140920132497408_2028_1_9,divergence,-9.0,6652.7,7631.8,814.3,1246.8,0,,,0,
B,divergence,Bcork,gdubs10,2x3,Ladd McConkey + Jayden Daniels,Tyler Warren + Jaxson Dart + 2026 1.09,11635|11566,12518|12508|1312140920132497408_2026_1_9,divergence,-9.0,6652.7,7649.1,469.9,1409.4,0,,,0,
B,divergence,Bcork,gdubs10,2x3,Ladd McConkey + Jayden Daniels,Tyler Warren + Jaxson Dart + 2028 1st,11635|11566,12518|12508|1312140920132497408_2028_1_9,divergence,-9.0,6652.7,7649.1,469.9,1409.4,0,,,0,
B,divergence,Bcork,gdubs10,2x1,Jayden Higgins + Jayden Daniels,Tyler Warren,12484|11566,12518,divergence,-9.0,3531.9,4149.6,1528.5,1299.2,0,,,0,
B,divergence,Bcork,gdubs10,2x2,Jayden Higgins + Jayden Daniels,Derrick Henry + Jaxson Dart,12484|11566,3198|12508,divergence,-9.0,3531.9,3476.1,834.3,1594.8,0,,,0,
B,divergence,Bcork,gdubs10,2x3,Jayden Higgins + Jayden Daniels,Derrick Henry + Jaxson Dart + 2026 2.09,12484|11566,3198|12508|1312140920132497408_2026_2_9,divergence,-9.0,3531.9,4007.8,933.9,1021.2,0,,,0,
B,divergence,Bcork,gdubs10,2x3,Jayden Higgins + Jayden Daniels,Derrick Henry + Jaxson Dart + 2027 2nd,12484|11566,3198|12508|1312140920132497408_2027_2_9,divergence,-9.0,3531.9,3921.0,848.6,1104.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x2,Jayden Daniels,Isaiah Likely + 2026 1.05 (from Bcork),11566,8131|1312140920132497408_2026_1_5,divergence,-487.6,2465.8,3174.2,162.3,185.5,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x2,Jayden Daniels,Isaiah Likely + 2027 1st,11566,8131|1312140920132497408_2027_1_6,divergence,-487.6,2465.8,3174.2,162.3,185.5,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x2,Jayden Daniels,Isaiah Likely + 2028 1st,11566,8131|1312140920132497408_2028_1_6,divergence,-487.6,2465.8,3174.2,162.3,185.5,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x2,Ladd McConkey,Rome Odunze + Trevor Lawrence,11635,11620|7523,divergence,26.7,4371.0,5313.9,233.1,2409.0,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x2,2027 1st (from mattmurf77),Trevor Lawrence + RJ Harvey,1312140920132497408_2027_1_1,7523|12489,divergence,-434.0,2117.0,2689.5,125.1,770.5,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x2,2028 1st (from mattmurf77),Trevor Lawrence + RJ Harvey,1312140920132497408_2028_1_1,7523|12489,divergence,-434.0,2117.0,2689.5,125.1,770.5,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x2,2027 1st (from lofman),Trevor Lawrence + RJ Harvey,1312140920132497408_2027_1_2,7523|12489,divergence,-434.0,2117.0,2689.5,125.1,770.5,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x2,2026 1.02 (from Shark357),Trevor Lawrence + RJ Harvey,1312140920132497408_2026_1_3,7523|12489,divergence,-434.0,2117.0,2689.5,125.1,770.5,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x2,2027 1st,Trevor Lawrence + RJ Harvey,1312140920132497408_2027_1_5,7523|12489,divergence,-434.0,2117.0,2689.5,125.1,770.5,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x2,2028 1st,Trevor Lawrence + RJ Harvey,1312140920132497408_2028_1_5,7523|12489,divergence,-434.0,2117.0,2689.5,125.1,770.5,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x1,Greg Dortch,Dylan Sampson,5970,12469,divergence,221.2,225.1,387.7,192.7,352.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,1x1,Darius Cooper,Dylan Sampson,13150,12469,divergence,163.1,223.9,387.7,193.0,118.4,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + Ladd McConkey,Rome Odunze + 2026 1.05 (from Bcork) + 2027 1st,11566|11635,11620|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,6652.7,7636.4,391.5,825.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + Ladd McConkey,Rome Odunze + 2026 1.05 (from Bcork) + 2028 1st,11566|11635,11620|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,6652.7,7636.4,391.5,825.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + Ladd McConkey,Rome Odunze + 2027 1st + 2028 1st,11566|11635,11620|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,6652.7,7636.4,391.5,825.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2027 1st (from mattmurf77),Isaiah Likely + 2026 1.05 (from Bcork) + 2027 1st,11566|1312140920132497408_2027_1_1,8131|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2027 1st (from mattmurf77),Isaiah Likely + 2026 1.05 (from Bcork) + 2028 1st,11566|1312140920132497408_2027_1_1,8131|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2027 1st (from mattmurf77),Isaiah Likely + 2027 1st + 2028 1st,11566|1312140920132497408_2027_1_1,8131|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2028 1st (from mattmurf77),Isaiah Likely + 2026 1.05 (from Bcork) + 2027 1st,11566|1312140920132497408_2028_1_1,8131|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2028 1st (from mattmurf77),Isaiah Likely + 2026 1.05 (from Bcork) + 2028 1st,11566|1312140920132497408_2028_1_1,8131|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2028 1st (from mattmurf77),Isaiah Likely + 2027 1st + 2028 1st,11566|1312140920132497408_2028_1_1,8131|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2027 1st (from lofman),Isaiah Likely + 2026 1.05 (from Bcork) + 2027 1st,11566|1312140920132497408_2027_1_2,8131|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2027 1st (from lofman),Isaiah Likely + 2026 1.05 (from Bcork) + 2028 1st,11566|1312140920132497408_2027_1_2,8131|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2027 1st (from lofman),Isaiah Likely + 2027 1st + 2028 1st,11566|1312140920132497408_2027_1_2,8131|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2026 1.02 (from Shark357),Isaiah Likely + 2026 1.05 (from Bcork) + 2027 1st,11566|1312140920132497408_2026_1_3,8131|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2026 1.02 (from Shark357),Isaiah Likely + 2026 1.05 (from Bcork) + 2028 1st,11566|1312140920132497408_2026_1_3,8131|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2026 1.02 (from Shark357),Isaiah Likely + 2027 1st + 2028 1st,11566|1312140920132497408_2026_1_3,8131|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2027 1st,Isaiah Likely + 2026 1.05 (from Bcork) + 2027 1st,11566|1312140920132497408_2027_1_5,8131|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2027 1st,Isaiah Likely + 2026 1.05 (from Bcork) + 2028 1st,11566|1312140920132497408_2027_1_5,8131|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2027 1st,Isaiah Likely + 2027 1st + 2028 1st,11566|1312140920132497408_2027_1_5,8131|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2028 1st,Isaiah Likely + 2026 1.05 (from Bcork) + 2027 1st,11566|1312140920132497408_2028_1_5,8131|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2028 1st,Isaiah Likely + 2026 1.05 (from Bcork) + 2028 1st,11566|1312140920132497408_2028_1_5,8131|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Jayden Daniels + 2028 1st,Isaiah Likely + 2027 1st + 2028 1st,11566|1312140920132497408_2028_1_5,8131|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,4536.1,5291.2,206.9,147.2,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from mattmurf77),Rome Odunze + Trevor Lawrence + 2026 1.05 (from Bcork),11635|1312140920132497408_2027_1_1,11620|7523|1312140920132497408_2026_1_5,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from mattmurf77),Rome Odunze + Trevor Lawrence + 2027 1st,11635|1312140920132497408_2027_1_1,11620|7523|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from mattmurf77),Rome Odunze + Trevor Lawrence + 2028 1st,11635|1312140920132497408_2027_1_1,11620|7523|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from mattmurf77),Rome Odunze + 2026 1.05 (from Bcork) + 2027 1st,11635|1312140920132497408_2027_1_1,11620|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from mattmurf77),Rome Odunze + 2026 1.05 (from Bcork) + 2028 1st,11635|1312140920132497408_2027_1_1,11620|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from mattmurf77),Rome Odunze + 2027 1st + 2028 1st,11635|1312140920132497408_2027_1_1,11620|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st (from mattmurf77),Rome Odunze + Trevor Lawrence + 2026 1.05 (from Bcork),11635|1312140920132497408_2028_1_1,11620|7523|1312140920132497408_2026_1_5,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st (from mattmurf77),Rome Odunze + Trevor Lawrence + 2027 1st,11635|1312140920132497408_2028_1_1,11620|7523|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st (from mattmurf77),Rome Odunze + Trevor Lawrence + 2028 1st,11635|1312140920132497408_2028_1_1,11620|7523|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st (from mattmurf77),Rome Odunze + 2026 1.05 (from Bcork) + 2027 1st,11635|1312140920132497408_2028_1_1,11620|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st (from mattmurf77),Rome Odunze + 2026 1.05 (from Bcork) + 2028 1st,11635|1312140920132497408_2028_1_1,11620|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st (from mattmurf77),Rome Odunze + 2027 1st + 2028 1st,11635|1312140920132497408_2028_1_1,11620|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from lofman),Rome Odunze + Trevor Lawrence + 2026 1.05 (from Bcork),11635|1312140920132497408_2027_1_2,11620|7523|1312140920132497408_2026_1_5,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from lofman),Rome Odunze + Trevor Lawrence + 2027 1st,11635|1312140920132497408_2027_1_2,11620|7523|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from lofman),Rome Odunze + Trevor Lawrence + 2028 1st,11635|1312140920132497408_2027_1_2,11620|7523|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from lofman),Rome Odunze + 2026 1.05 (from Bcork) + 2027 1st,11635|1312140920132497408_2027_1_2,11620|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from lofman),Rome Odunze + 2026 1.05 (from Bcork) + 2028 1st,11635|1312140920132497408_2027_1_2,11620|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st (from lofman),Rome Odunze + 2027 1st + 2028 1st,11635|1312140920132497408_2027_1_2,11620|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2026 1.02 (from Shark357),Rome Odunze + Trevor Lawrence + 2026 1.05 (from Bcork),11635|1312140920132497408_2026_1_3,11620|7523|1312140920132497408_2026_1_5,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2026 1.02 (from Shark357),Rome Odunze + Trevor Lawrence + 2027 1st,11635|1312140920132497408_2026_1_3,11620|7523|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2026 1.02 (from Shark357),Rome Odunze + Trevor Lawrence + 2028 1st,11635|1312140920132497408_2026_1_3,11620|7523|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2026 1.02 (from Shark357),Rome Odunze + 2026 1.05 (from Bcork) + 2027 1st,11635|1312140920132497408_2026_1_3,11620|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2026 1.02 (from Shark357),Rome Odunze + 2026 1.05 (from Bcork) + 2028 1st,11635|1312140920132497408_2026_1_3,11620|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2026 1.02 (from Shark357),Rome Odunze + 2027 1st + 2028 1st,11635|1312140920132497408_2026_1_3,11620|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st,Rome Odunze + Trevor Lawrence + 2026 1.05 (from Bcork),11635|1312140920132497408_2027_1_5,11620|7523|1312140920132497408_2026_1_5,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st,Rome Odunze + Trevor Lawrence + 2027 1st,11635|1312140920132497408_2027_1_5,11620|7523|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st,Rome Odunze + Trevor Lawrence + 2028 1st,11635|1312140920132497408_2027_1_5,11620|7523|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st,Rome Odunze + 2026 1.05 (from Bcork) + 2027 1st,11635|1312140920132497408_2027_1_5,11620|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st,Rome Odunze + 2026 1.05 (from Bcork) + 2028 1st,11635|1312140920132497408_2027_1_5,11620|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2027 1st,Rome Odunze + 2027 1st + 2028 1st,11635|1312140920132497408_2027_1_5,11620|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st,Rome Odunze + Trevor Lawrence + 2026 1.05 (from Bcork),11635|1312140920132497408_2028_1_5,11620|7523|1312140920132497408_2026_1_5,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st,Rome Odunze + Trevor Lawrence + 2027 1st,11635|1312140920132497408_2028_1_5,11620|7523|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st,Rome Odunze + Trevor Lawrence + 2028 1st,11635|1312140920132497408_2028_1_5,11620|7523|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7275.3,280.4,2269.7,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st,Rome Odunze + 2026 1.05 (from Bcork) + 2027 1st,11635|1312140920132497408_2028_1_5,11620|1312140920132497408_2026_1_5|1312140920132497408_2027_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st,Rome Odunze + 2026 1.05 (from Bcork) + 2028 1st,11635|1312140920132497408_2028_1_5,11620|1312140920132497408_2026_1_5|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,jonbonjourvi,2x3,Ladd McConkey + 2028 1st,Rome Odunze + 2027 1st + 2028 1st,11635|1312140920132497408_2028_1_5,11620|1312140920132497408_2027_1_6|1312140920132497408_2028_1_6,divergence,-487.6,6294.9,7636.4,729.3,549.6,0,,,0,
B,divergence,Bcork,MangoPatti,1x1,TreVeyon Henderson,A.J. Brown,12529,5859,divergence,894.4,3251.1,4168.3,329.4,3242.7,0,,,0,
B,divergence,Bcork,MangoPatti,1x1,TreVeyon Henderson,Christian McCaffrey,12529,4034,divergence,607.5,3251.1,3817.1,811.5,1502.6,0,,,0,
B,divergence,Bcork,MangoPatti,2x1,TreVeyon Henderson + Jayden Daniels,CeeDee Lamb,12529|11566,6786,divergence,793.4,5621.4,7191.0,1895.6,2463.3,0,,,0,
B,divergence,Bcork,MangoPatti,2x1,TreVeyon Henderson + Jayden Daniels,James Cook,12529|11566,8138,divergence,393.5,5621.4,5677.4,1374.7,1519.6,0,,,0,
